timeStamp , LAT_1 , LNG_1 , REL_ALT_1 , lat , lon , alt , speed , heading , DIST , CRS , latP , lonP , executionTime
177132, 0.0000000, 0.0000000, 0.0, 44.2007369, 12.0632877, -0.0, 7.2, 210.0, 5059354.00, 197.04, 44.2007102, 12.0632648, 3364
177672, 0.0000000, 0.0000000, 0.0, 44.2006912, 12.0632534, -0.1, 6.8, 210.0, 5059348.00, 197.04, 44.2006645, 12.0632324, 3364
178226, 0.0000000, 0.0000000, 0.0, 44.2006759, 12.0632381, -0.2, 6.0, 210.0, 5059346.00, 197.04, 44.2006530, 12.0632190, 3364
178787, 0.0000000, 0.0000000, 0.0, 44.2006492, 12.0632190, -0.1, 5.1, 214.0, 5059343.50, 197.04, 44.2006301, 12.0632009, 3364
179334, 0.0000000, 0.0000000, 0.0, 44.2006340, 12.0631971, -0.1, 4.2, 245.0, 5059341.00, 197.04, 44.2006263, 12.0631732, 3360
179918, 0.0000000, 0.0000000, 0.0, 44.2006340, 12.0631704, -0.1, 3.4, 279.0, 5059340.00, 197.04, 44.2006378, 12.0631494, 3356
180456, 0.0000000, 0.0000000, 0.0, 44.2006416, 12.0631513, 0.0, 2.9, 308.0, 5059340.00, 197.04, 44.2006492, 12.0631370, 3364
180996, 0.0000000, 0.0000000, 0.0, 44.2006454, 12.0631437, -0.1, 2.5, 330.0, 5059340.50, 197.04, 44.2006568, 12.0631361, 3372
181532, 0.0000000, 0.0000000, 0.0, 44.2006607, 12.0631389, -0.2, 2.1, 342.0, 5059342.50, 197.04, 44.2006683, 12.0631351, 3356
182092, 0.0000000, 0.0000000, 0.0, 44.2006683, 12.0631370, -0.2, 2.0, 349.0, 5059343.00, 197.04, 44.2006759, 12.0631351, 3356
182636, 0.0000000, 0.0000000, 0.0, 44.2006835, 12.0631361, 0.1, 2.3, 1.0, 5059344.50, 197.04, 44.2006950, 12.0631361, 3480
183175, 0.0000000, 0.0000000, 0.0, 44.2006912, 12.0631389, -0.2, 2.6, 13.0, 5059345.50, 197.04, 44.2007026, 12.0631427, 3352
183732, 0.0000000, 0.0000000, 0.0, 44.2007026, 12.0631456, 0.2, 2.8, 23.0, 5059347.00, 197.04, 44.2007141, 12.0631523, 3356
184271, 0.0000000, 0.0000000, 0.0, 44.2007179, 12.0631570, 0.3, 3.0, 31.0, 5059348.50, 197.04, 44.2007293, 12.0631666, 3356
184815, 0.0000000, 0.0000000, 0.0, 44.2007255, 12.0631675, 0.8, 3.6, 33.0, 5059350.50, 197.04, 44.2007408, 12.0631799, 3356
185354, 0.0000000, 0.0000000, 0.0, 44.2007446, 12.0631828, 1.1, 4.0, 26.0, 5059352.00, 197.04, 44.2007598, 12.0631942, 3348
185912, 0.0000000, 0.0000000, 0.0, 44.2007675, 12.0631971, 1.3, 4.4, 27.0, 5059354.50, 197.04, 44.2007865, 12.0632095, 3360
186455, 0.0000000, 0.0000000, 0.0, 44.2007904, 12.0632143, 2.0, 4.7, 29.0, 5059358.00, 197.04, 44.2008094, 12.0632286, 3352
186996, 0.0000000, 0.0000000, 0.0, 44.2008056, 12.0632266, 2.0, 5.0, 28.0, 5059359.50, 197.04, 44.2008247, 12.0632410, 3352
187554, 0.0000000, 0.0000000, 0.0, 44.2008323, 12.0632438, 2.3, 5.2, 28.0, 5059363.00, 197.04, 44.2008514, 12.0632591, 3348
188096, 0.0000000, 0.0000000, 0.0, 44.2008552, 12.0632629, 1.6, 5.1, 29.0, 5059366.00, 197.04, 44.2008743, 12.0632781, 3352
188653, 0.0000000, 0.0000000, 0.0, 44.2008781, 12.0632810, 1.5, 4.8, 30.0, 5059368.50, 197.04, 44.2008972, 12.0632963, 3356
189213, 0.0000000, 0.0000000, 0.0, 44.2008895, 12.0632925, 1.6, 4.2, 29.0, 5059370.50, 197.04, 44.2009048, 12.0633049, 3360
189813, 0.0000000, 0.0000000, 0.0, 44.2009086, 12.0633077, 1.3, 4.1, 29.0, 5059372.50, 197.04, 44.2009239, 12.0633201, 3356
190353, 0.0000000, 0.0000000, 0.0, 44.2009277, 12.0633220, 1.0, 4.0, 30.0, 5059375.00, 197.04, 44.2009429, 12.0633344, 3356
190889, 0.0000000, 0.0000000, 0.0, 44.2009468, 12.0633373, 0.7, 3.9, 38.0, 5059377.00, 197.04, 44.2009620, 12.0633525, 3348
191454, 0.0000000, 0.0000000, 0.0, 44.2009582, 12.0633516, 0.8, 3.9, 49.0, 5059379.00, 197.04, 44.2009696, 12.0633697, 3360
192012, 0.0000000, 0.0000000, 0.0, 44.2009696, 12.0633745, 1.0, 3.8, 68.0, 5059380.50, 197.04, 44.2009773, 12.0633964, 3352
192551, 0.0000000, 0.0000000, 0.0, 44.2009735, 12.0634021, 1.1, 3.9, 94.0, 5059382.00, 197.04, 44.2009735, 12.0634260, 3364
193090, 0.0000000, 0.0000000, 0.0, 44.2009658, 12.0634307, 0.7, 3.8, 120.0, 5059381.00, 197.04, 44.2009582, 12.0634508, 3360
193652, 0.0000000, 0.0000000, 0.0, 44.2009582, 12.0634441, 0.3, 3.7, 137.0, 5059381.00, 197.04, 44.2009468, 12.0634603, 3360
194212, 0.0000000, 0.0000000, 0.0, 44.2009429, 12.0634603, 0.4, 3.7, 163.0, 5059380.00, 197.04, 44.2009277, 12.0634670, 3352
194771, 0.0000000, 0.0000000, 0.0, 44.2009239, 12.0634613, 0.2, 3.8, 194.0, 5059377.50, 197.04, 44.2009086, 12.0634555, 3360
195330, 0.0000000, 0.0000000, 0.0, 44.2009010, 12.0634489, 0.2, 3.7, 207.0, 5059374.50, 197.04, 44.2008857, 12.0634384, 3364
195869, 0.0000000, 0.0000000, 0.0, 44.2008895, 12.0634374, 0.4, 4.4, 209.0, 5059373.50, 197.04, 44.2008705, 12.0634241, 3364
196432, 0.0000000, 0.0000000, 0.0, 44.2008628, 12.0634183, 0.3, 5.3, 207.0, 5059370.50, 197.04, 44.2008399, 12.0634031, 3356
197012, 0.0000000, 0.0000000, 0.0, 44.2008399, 12.0633974, 0.3, 6.3, 203.0, 5059367.00, 197.04, 44.2008132, 12.0633821, 3360
197577, 0.0000000, 0.0000000, 0.0, 44.2008018, 12.0633773, 0.4, 7.0, 204.0, 5059363.00, 197.04, 44.2007713, 12.0633592, 3356
198163, 0.0000000, 0.0000000, 0.0, 44.2007675, 12.0633516, 0.5, 7.2, 209.0, 5059358.00, 197.04, 44.2007408, 12.0633296, 3360
199258, 0.0000000, 0.0000000, 0.0, 44.2006912, 12.0632972, 0.5, 8.2, 202.0, 5059348.50, 197.04, 44.2006568, 12.0632781, 3360
199811, 0.0000000, 0.0000000, 0.0, 44.2006797, 12.0632896, 0.4, 7.0, 204.0, 5059347.50, 197.04, 44.2006492, 12.0632715, 3360
200391, 0.0000000, 0.0000000, 0.0, 44.2006378, 12.0632629, 0.1, 5.8, 222.0, 5059342.50, 197.04, 44.2006187, 12.0632390, 3364
200950, 0.0000000, 0.0000000, 0.0, 44.2006263, 12.0632429, 0.2, 5.1, 264.0, 5059341.00, 197.04, 44.2006225, 12.0632114, 3364
201508, 0.0000000, 0.0000000, 0.0, 44.2006263, 12.0632085, 0.2, 4.2, 264.0, 5059340.00, 197.04, 44.2006225, 12.0631828, 3372
202088, 0.0000000, 0.0000000, 0.0, 44.2006225, 12.0631828, 0.5, 3.4, 285.0, 5059339.00, 197.04, 44.2006263, 12.0631618, 3364
202651, 0.0000000, 0.0000000, 0.0, 44.2006301, 12.0631608, 0.5, 2.9, 305.0, 5059339.00, 197.04, 44.2006378, 12.0631465, 3368
203211, 0.0000000, 0.0000000, 0.0, 44.2006340, 12.0631513, 0.8, 2.3, 326.0, 5059339.00, 197.04, 44.2006416, 12.0631437, 3364
203770, 0.0000000, 0.0000000, 0.0, 44.2006454, 12.0631437, 0.7, 1.9, 326.0, 5059340.50, 197.04, 44.2006530, 12.0631370, 3364
204391, 0.0000000, 0.0000000, 0.0, 44.2006530, 12.0631370, 0.4, 1.4, 323.0, 5059341.00, 197.04, 44.2006568, 12.0631322, 3368
204893, 0.0000000, 0.0000000, 0.0, 44.2006607, 12.0631313, 0.4, 1.2, 330.0, 5059342.50, 197.04, 44.2006645, 12.0631275, 3364
205444, 0.0000000, 0.0000000, 0.0, 44.2006645, 12.0631284, 0.3, 0.8, 351.0, 5059342.50, 197.04, 44.2006683, 12.0631275, 3364
205976, 0.0000000, 0.0000000, 0.0, 44.2006645, 12.0631294, -0.0, 0.2, 1.0, 5059342.50, 197.04, 44.2006645, 12.0631294, 3356
206534, 0.0000000, 0.0000000, 0.0, 44.2006645, 12.0631294, 0.1, 0.0, 2.0, 5059342.50, 197.04, 44.2006645, 12.0631294, 3356
207070, 0.0000000, 0.0000000, 0.0, 44.2006645, 12.0631303, 0.1, 0.0, 2.0, 5059342.50, 197.04, 44.2006645, 12.0631303, 3356
207610, 0.0000000, 0.0000000, 0.0, 44.2006645, 12.0631303, 0.1, 0.0, 2.0, 5059342.50, 197.04, 44.2006645, 12.0631303, 3364
208155, 0.0000000, 0.0000000, 0.0, 44.2006645, 12.0631303, -0.2, 0.0, 2.0, 5059342.50, 197.04, 44.2006645, 12.0631303, 3336
208728, 0.0000000, 0.0000000, 0.0, 44.2006645, 12.0631303, -0.0, 0.0, 2.0, 5059342.50, 197.04, 44.2006645, 12.0631303, 3364
209287, 0.0000000, 0.0000000, 0.0, 44.2006645, 12.0631313, -0.1, 0.1, 3.0, 5059342.50, 197.04, 44.2006645, 12.0631313, 3364
209849, 0.0000000, 0.0000000, 0.0, 44.2006683, 12.0631322, 0.4, 1.9, 6.0, 5059343.00, 197.04, 44.2006759, 12.0631332, 3352
210409, 0.0000000, 0.0000000, 0.0, 44.2006835, 12.0631341, 0.5, 2.2, 24.0, 5059344.50, 197.04, 44.2006912, 12.0631399, 3356
210992, 0.0000000, 0.0000000, 0.0, 44.2006950, 12.0631427, 0.5, 2.7, 30.0, 5059346.00, 197.04, 44.2007064, 12.0631513, 3356
211569, 0.0000000, 0.0000000, 0.0, 44.2007064, 12.0631532, 0.5, 3.1, 32.0, 5059347.00, 197.04, 44.2007179, 12.0631637, 3364
212148, 0.0000000, 0.0000000, 0.0, 44.2007217, 12.0631685, 0.9, 3.3, 38.0, 5059350.00, 197.04, 44.2007331, 12.0631809, 3352
212725, 0.0000000, 0.0000000, 0.0, 44.2007293, 12.0631790, 1.4, 3.7, 38.0, 5059350.50, 197.04, 44.2007408, 12.0631933, 3356
213285, 0.0000000, 0.0000000, 0.0, 44.2007446, 12.0631980, 1.0, 4.1, 37.0, 5059352.00, 197.04, 44.2007598, 12.0632133, 3352
214073, 0.0000000, 0.0000000, 0.0, 44.2007827, 12.0632381, 0.9, 4.3, 37.0, 5059357.50, 197.04, 44.2007980, 12.0632543, 3360
214631, 0.0000000, 0.0000000, 0.0, 44.2008018, 12.0632581, 1.1, 4.4, 37.0, 5059360.00, 197.04, 44.2008171, 12.0632743, 3484
215191, 0.0000000, 0.0000000, 0.0, 44.2008132, 12.0632715, 0.7, 4.4, 38.0, 5059361.50, 197.04, 44.2008285, 12.0632886, 3356
215734, 0.0000000, 0.0000000, 0.0, 44.2008323, 12.0632905, 0.5, 4.3, 33.0, 5059364.00, 197.04, 44.2008476, 12.0633049, 3352
216293, 0.0000000, 0.0000000, 0.0, 44.2008552, 12.0633058, 0.8, 4.3, 29.0, 5059366.50, 197.04, 44.2008705, 12.0633192, 3356
216855, 0.0000000, 0.0000000, 0.0, 44.2008743, 12.0633220, 1.1, 4.4, 32.0, 5059369.00, 197.04, 44.2008895, 12.0633363, 3356
217409, 0.0000000, 0.0000000, 0.0, 44.2008857, 12.0633344, 1.3, 4.4, 32.0, 5059370.50, 197.04, 44.2009010, 12.0633487, 3356
217955, 0.0000000, 0.0000000, 0.0, 44.2009086, 12.0633525, 1.3, 4.4, 29.0, 5059373.50, 197.04, 44.2009277, 12.0633659, 3352
218507, 0.0000000, 0.0000000, 0.0, 44.2009277, 12.0633668, 1.6, 4.5, 28.0, 5059376.00, 197.04, 44.2009468, 12.0633802, 3352
219066, 0.0000000, 0.0000000, 0.0, 44.2009506, 12.0633840, 1.5, 4.5, 31.0, 5059379.00, 197.04, 44.2009696, 12.0633983, 3356
219629, 0.0000000, 0.0000000, 0.0, 44.2009735, 12.0634031, 1.1, 4.7, 32.0, 5059382.00, 197.04, 44.2009925, 12.0634183, 3480
220169, 0.0000000, 0.0000000, 0.0, 44.2009849, 12.0634164, 0.8, 4.8, 35.0, 5059383.50, 197.04, 44.2010040, 12.0634336, 3352
220727, 0.0000000, 0.0000000, 0.0, 44.2010002, 12.0634374, 0.7, 4.0, 54.0, 5059385.50, 197.04, 44.2010116, 12.0634574, 3352
221265, 0.0000000, 0.0000000, 0.0, 44.2010040, 12.0634613, 0.6, 3.4, 88.0, 5059386.00, 197.04, 44.2010040, 12.0634822, 3364
221828, 0.0000000, 0.0000000, 0.0, 44.2010002, 12.0634794, 0.3, 2.8, 117.0, 5059386.50, 197.04, 44.2009963, 12.0634946, 3360
222389, 0.0000000, 0.0000000, 0.0, 44.2009925, 12.0634889, 0.5, 2.6, 126.0, 5059385.50, 197.04, 44.2009849, 12.0635023, 3536
222947, 0.0000000, 0.0000000, 0.0, 44.2009811, 12.0635061, 0.5, 3.0, 142.0, 5059385.00, 197.04, 44.2009696, 12.0635175, 3360
224091, 0.0000000, 0.0000000, 0.0, 44.2009468, 12.0634984, 0.6, 2.8, 209.0, 5059381.00, 197.04, 44.2009353, 12.0634899, 3360
224633, 0.0000000, 0.0000000, 0.0, 44.2009391, 12.0634860, 0.6, 2.8, 215.0, 5059380.00, 197.04, 44.2009277, 12.0634765, 3476
225168, 0.0000000, 0.0000000, 0.0, 44.2009277, 12.0634765, 0.5, 2.9, 219.0, 5059378.50, 197.04, 44.2009162, 12.0634651, 3352
225704, 0.0000000, 0.0000000, 0.0, 44.2009162, 12.0634613, 0.4, 3.1, 219.0, 5059377.00, 197.04, 44.2009048, 12.0634489, 3360
226254, 0.0000000, 0.0000000, 0.0, 44.2009010, 12.0634469, 0.3, 3.1, 213.0, 5059374.50, 197.04, 44.2008895, 12.0634365, 3360
226790, 0.0000000, 0.0000000, 0.0, 44.2008934, 12.0634374, 0.3, 3.4, 210.0, 5059373.50, 197.04, 44.2008819, 12.0634269, 3368
227324, 0.0000000, 0.0000000, 0.0, 44.2008743, 12.0634241, 0.1, 3.6, 208.0, 5059371.00, 197.04, 44.2008590, 12.0634136, 3356
227884, 0.0000000, 0.0000000, 0.0, 44.2008590, 12.0634107, 0.2, 3.8, 206.0, 5059369.50, 197.04, 44.2008438, 12.0634002, 3364
228452, 0.0000000, 0.0000000, 0.0, 44.2008399, 12.0633955, 0.2, 4.0, 209.0, 5059367.00, 197.04, 44.2008247, 12.0633831, 3372
228989, 0.0000000, 0.0000000, 0.0, 44.2008247, 12.0633850, 0.1, 4.2, 211.0, 5059365.50, 197.04, 44.2008094, 12.0633716, 3364
229547, 0.0000000, 0.0000000, 0.0, 44.2008018, 12.0633668, 0.2, 4.3, 210.0, 5059362.00, 197.04, 44.2007865, 12.0633535, 3364
230084, 0.0000000, 0.0000000, 0.0, 44.2007827, 12.0633497, 0.1, 4.6, 209.0, 5059360.00, 197.04, 44.2007637, 12.0633354, 3360
230665, 0.0000000, 0.0000000, 0.0, 44.2007637, 12.0633325, 0.1, 4.7, 207.0, 5059358.00, 197.04, 44.2007446, 12.0633192, 3356
231209, 0.0000000, 0.0000000, 0.0, 44.2007446, 12.0633220, -0.0, 4.9, 207.0, 5059355.00, 197.04, 44.2007255, 12.0633077, 3368
231767, 0.0000000, 0.0000000, 0.0, 44.2007217, 12.0633058, -0.1, 5.0, 208.0, 5059353.00, 197.04, 44.2007026, 12.0632915, 3360
232325, 0.0000000, 0.0000000, 0.0, 44.2006988, 12.0632877, 0.0, 5.0, 211.0, 5059350.00, 197.04, 44.2006797, 12.0632715, 3364
232863, 0.0000000, 0.0000000, 0.0, 44.2006721, 12.0632677, -0.0, 5.1, 212.0, 5059346.50, 197.04, 44.2006530, 12.0632505, 3372
233458, 0.0000000, 0.0000000, 0.0, 44.2006530, 12.0632495, -0.1, 4.5, 214.0, 5059344.00, 197.04, 44.2006378, 12.0632343, 3372
233993, 0.0000000, 0.0000000, 0.0, 44.2006416, 12.0632381, -0.0, 3.7, 227.0, 5059342.50, 197.04, 44.2006301, 12.0632209, 3364
234528, 0.0000000, 0.0000000, 0.0, 44.2006301, 12.0632181, 0.1, 3.4, 252.0, 5059341.00, 197.04, 44.2006263, 12.0631980, 3356
235088, 0.0000000, 0.0000000, 0.0, 44.2006301, 12.0631971, 0.2, 2.7, 284.0, 5059340.50, 197.04, 44.2006340, 12.0631809, 3360
235657, 0.0000000, 0.0000000, 0.0, 44.2006378, 12.0631837, 0.3, 2.2, 315.0, 5059340.50, 197.04, 44.2006454, 12.0631742, 3372
236205, 0.0000000, 0.0000000, 0.0, 44.2006454, 12.0631780, 0.1, 2.3, 328.0, 5059341.00, 197.04, 44.2006530, 12.0631704, 3372
236764, 0.0000000, 0.0000000, 0.0, 44.2006568, 12.0631685, 0.0, 2.6, 341.0, 5059342.50, 197.04, 44.2006683, 12.0631628, 3360
237301, 0.0000000, 0.0000000, 0.0, 44.2006721, 12.0631647, 0.1, 2.7, 356.0, 5059344.00, 197.04, 44.2006835, 12.0631637, 3368
237862, 0.0000000, 0.0000000, 0.0, 44.2006835, 12.0631675, 0.5, 2.7, 11.0, 5059345.50, 197.04, 44.2006950, 12.0631704, 3356
238405, 0.0000000, 0.0000000, 0.0, 44.2006950, 12.0631713, 1.0, 2.6, 22.0, 5059346.50, 197.04, 44.2007064, 12.0631771, 3604
238964, 0.0000000, 0.0000000, 0.0, 44.2007064, 12.0631809, 1.1, 2.8, 29.0, 5059348.00, 197.04, 44.2007179, 12.0631895, 3364
239521, 0.0000000, 0.0000000, 0.0, 44.2007255, 12.0631933, 1.3, 3.1, 29.0, 5059351.00, 197.04, 44.2007369, 12.0632028, 3356
240080, 0.0000000, 0.0000000, 0.0, 44.2007293, 12.0631990, 0.7, 2.5, 28.0, 5059351.00, 197.04, 44.2007408, 12.0632066, 3352
240646, 0.0000000, 0.0000000, 0.0, 44.2007446, 12.0632066, 0.5, 1.7, 26.0, 5059352.50, 197.04, 44.2007522, 12.0632114, 3348
241204, 0.0000000, 0.0000000, 0.0, 44.2007446, 12.0632085, 0.5, 1.0, 25.0, 5059352.50, 197.04, 44.2007484, 12.0632114, 3344
241809, 0.0000000, 0.0000000, 0.0, 44.2007484, 12.0632123, -0.1, 0.5, 25.0, 5059353.50, 197.04, 44.2007522, 12.0632133, 3344
242363, 0.0000000, 0.0000000, 0.0, 44.2007522, 12.0632133, -0.3, 0.3, 24.0, 5059353.50, 197.04, 44.2007522, 12.0632143, 3348
242921, 0.0000000, 0.0000000, 0.0, 44.2007522, 12.0632133, -0.4, 0.3, 24.0, 5059353.50, 197.04, 44.2007522, 12.0632143, 3360
243480, 0.0000000, 0.0000000, 0.0, 44.2007637, 12.0632181, -0.3, 1.9, 24.0, 5059354.50, 197.04, 44.2007713, 12.0632228, 3352
244023, 0.0000000, 0.0000000, 0.0, 44.2007713, 12.0632257, 0.9, 2.9, 21.0, 5059356.00, 197.04, 44.2007827, 12.0632324, 3352
244561, 0.0000000, 0.0000000, 0.0, 44.2007827, 12.0632305, 0.6, 2.8, 19.0, 5059357.50, 197.04, 44.2007942, 12.0632362, 3348
245100, 0.0000000, 0.0000000, 0.0, 44.2007942, 12.0632343, 0.1, 1.6, 18.0, 5059359.00, 197.04, 44.2008018, 12.0632371, 3348
245660, 0.0000000, 0.0000000, 0.0, 44.2007980, 12.0632362, 0.3, 0.6, 17.0, 5059359.50, 197.04, 44.2008018, 12.0632371, 3348
246203, 0.0000000, 0.0000000, 0.0, 44.2008018, 12.0632371, 0.6, 0.1, 16.0, 5059359.50, 197.04, 44.2008018, 12.0632371, 3352
246740, 0.0000000, 0.0000000, 0.0, 44.2008018, 12.0632371, 0.5, 0.0, 17.0, 5059359.50, 197.04, 44.2008018, 12.0632371, 3352
247300, 0.0000000, 0.0000000, 0.0, 44.2008018, 12.0632371, 0.6, 0.1, 17.0, 5059359.50, 197.04, 44.2008018, 12.0632371, 3348
247842, 0.0000000, 0.0000000, 0.0, 44.2008056, 12.0632390, 1.2, 2.0, 16.0, 5059360.00, 197.04, 44.2008132, 12.0632429, 3356
248479, 0.0000000, 0.0000000, 0.0, 44.2008209, 12.0632438, 1.0, 2.0, 14.0, 5059361.50, 197.04, 44.2008285, 12.0632467, 3476
248962, 0.0000000, 0.0000000, 0.0, 44.2008285, 12.0632467, 0.8, 1.4, 14.0, 5059363.00, 197.04, 44.2008361, 12.0632486, 3344
249499, 0.0000000, 0.0000000, 0.0, 44.2008323, 12.0632476, 0.9, 1.1, 13.0, 5059363.00, 197.04, 44.2008361, 12.0632495, 3352
250520, 0.0000000, 0.0000000, 0.0, 44.2008399, 12.0632495, 0.7, 0.6, 13.0, 5059364.00, 197.04, 44.2008438, 12.0632505, 3348
251060, 0.0000000, 0.0000000, 0.0, 44.2008399, 12.0632505, 0.7, 0.0, 13.0, 5059364.00, 197.04, 44.2008399, 12.0632505, 3352
251679, 0.0000000, 0.0000000, 0.0, 44.2008438, 12.0632534, 1.2, 0.4, 13.0, 5059364.00, 197.04, 44.2008438, 12.0632543, 3472
252185, 0.0000000, 0.0000000, 0.0, 44.2008514, 12.0632562, 1.1, 1.6, 21.0, 5059365.50, 197.04, 44.2008590, 12.0632600, 3364
252722, 0.0000000, 0.0000000, 0.0, 44.2008628, 12.0632677, 0.5, 2.2, 34.0, 5059366.50, 197.04, 44.2008705, 12.0632753, 3356
253321, 0.0000000, 0.0000000, 0.0, 44.2008743, 12.0632829, 0.5, 2.8, 42.0, 5059367.50, 197.04, 44.2008819, 12.0632944, 3480
253830, 0.0000000, 0.0000000, 0.0, 44.2008857, 12.0633029, 0.5, 3.1, 54.0, 5059369.50, 197.04, 44.2008934, 12.0633192, 3472
254369, 0.0000000, 0.0000000, 0.0, 44.2008934, 12.0633172, 0.5, 3.4, 54.0, 5059371.00, 197.04, 44.2009010, 12.0633344, 3472
254906, 0.0000000, 0.0000000, 0.0, 44.2009048, 12.0633373, 1.5, 3.6, 52.0, 5059372.50, 197.04, 44.2009162, 12.0633554, 3468
255465, 0.0000000, 0.0000000, 0.0, 44.2009239, 12.0633563, 1.5, 3.5, 48.0, 5059375.50, 197.04, 44.2009353, 12.0633726, 3584
256003, 0.0000000, 0.0000000, 0.0, 44.2009315, 12.0633668, 1.3, 3.5, 42.0, 5059376.50, 197.04, 44.2009429, 12.0633811, 3472
256541, 0.0000000, 0.0000000, 0.0, 44.2009468, 12.0633811, 1.4, 3.5, 37.0, 5059378.50, 197.04, 44.2009582, 12.0633945, 3480
257099, 0.0000000, 0.0000000, 0.0, 44.2009620, 12.0633935, 1.5, 3.6, 33.0, 5059380.00, 197.04, 44.2009773, 12.0634059, 3476
257658, 0.0000000, 0.0000000, 0.0, 44.2009811, 12.0634069, 1.8, 3.4, 32.0, 5059383.00, 197.04, 44.2009925, 12.0634183, 3472
258250, 0.0000000, 0.0000000, 0.0, 44.2009925, 12.0634212, 1.2, 3.4, 39.0, 5059384.00, 197.04, 44.2010040, 12.0634346, 3472
258802, 0.0000000, 0.0000000, 0.0, 44.2009963, 12.0634317, 1.3, 2.7, 62.0, 5059385.00, 197.04, 44.2010040, 12.0634469, 3468
259368, 0.0000000, 0.0000000, 0.0, 44.2009963, 12.0634469, 1.4, 2.1, 84.0, 5059385.00, 197.04, 44.2009963, 12.0634603, 3472
259928, 0.0000000, 0.0000000, 0.0, 44.2009963, 12.0634593, 1.5, 1.8, 102.0, 5059385.50, 197.04, 44.2009963, 12.0634708, 3484
260504, 0.0000000, 0.0000000, 0.0, 44.2009887, 12.0634737, 1.5, 2.2, 122.0, 5059385.50, 197.04, 44.2009849, 12.0634851, 3484
261072, 0.0000000, 0.0000000, 0.0, 44.2009811, 12.0634822, 1.3, 2.3, 142.0, 5059384.00, 197.04, 44.2009735, 12.0634908, 3364
261608, 0.0000000, 0.0000000, 0.0, 44.2009696, 12.0634860, 1.2, 2.5, 164.0, 5059383.00, 197.04, 44.2009582, 12.0634908, 3548
262146, 0.0000000, 0.0000000, 0.0, 44.2009544, 12.0634851, 0.9, 2.7, 186.0, 5059381.50, 197.04, 44.2009429, 12.0634832, 3488
262697, 0.0000000, 0.0000000, 0.0, 44.2009429, 12.0634756, 0.8, 3.0, 205.0, 5059380.00, 197.04, 44.2009315, 12.0634679, 3484
263270, 0.0000000, 0.0000000, 0.0, 44.2009239, 12.0634622, 0.6, 3.1, 213.0, 5059377.50, 197.04, 44.2009124, 12.0634517, 3360
263823, 0.0000000, 0.0000000, 0.0, 44.2009048, 12.0634489, 0.5, 3.5, 213.0, 5059375.50, 197.04, 44.2008934, 12.0634365, 3488
264358, 0.0000000, 0.0000000, 0.0, 44.2008972, 12.0634384, 0.5, 3.7, 214.0, 5059374.00, 197.04, 44.2008819, 12.0634250, 3488
264898, 0.0000000, 0.0000000, 0.0, 44.2008781, 12.0634222, 0.3, 4.0, 214.0, 5059372.00, 197.04, 44.2008628, 12.0634078, 3480
265458, 0.0000000, 0.0000000, 0.0, 44.2008590, 12.0634050, 0.3, 4.3, 214.0, 5059369.50, 197.04, 44.2008438, 12.0633897, 3480
266006, 0.0000000, 0.0000000, 0.0, 44.2008438, 12.0633926, 0.1, 4.6, 212.0, 5059367.50, 197.04, 44.2008247, 12.0633773, 3364
267097, 0.0000000, 0.0000000, 0.0, 44.2007980, 12.0633563, 0.0, 4.9, 211.0, 5059361.50, 197.04, 44.2007789, 12.0633401, 3364
267657, 0.0000000, 0.0000000, 0.0, 44.2007751, 12.0633373, 0.1, 5.1, 210.0, 5059359.00, 197.04, 44.2007560, 12.0633211, 3360
268200, 0.0000000, 0.0000000, 0.0, 44.2007560, 12.0633268, 0.1, 5.0, 209.0, 5059356.50, 197.04, 44.2007369, 12.0633115, 3364
269158, 0.0000000, 0.0000000, 0.0, 44.2007331, 12.0633087, 0.1, 5.1, 211.0, 5059354.00, 197.04, 44.2007141, 12.0632925, 3372
269696, 0.0000000, 0.0000000, 0.0, 44.2007064, 12.0632915, 0.1, 5.1, 212.0, 5059350.50, 197.04, 44.2006874, 12.0632743, 3368
270239, 0.0000000, 0.0000000, 0.0, 44.2006835, 12.0632724, 0.2, 5.0, 214.0, 5059348.00, 197.04, 44.2006645, 12.0632553, 3364
270778, 0.0000000, 0.0000000, 0.0, 44.2006683, 12.0632581, 0.3, 4.5, 228.0, 5059346.00, 197.04, 44.2006530, 12.0632371, 3372
271336, 0.0000000, 0.0000000, 0.0, 44.2006454, 12.0632381, 0.3, 3.9, 263.0, 5059343.00, 197.04, 44.2006416, 12.0632143, 3360
272025, 0.0000000, 0.0000000, 0.0, 44.2006492, 12.0631895, 0.5, 3.2, 296.0, 5059342.50, 197.04, 44.2006568, 12.0631713, 3360
272579, 0.0000000, 0.0000000, 0.0, 44.2006568, 12.0631818, 0.6, 2.7, 332.0, 5059342.50, 197.04, 44.2006683, 12.0631742, 3368
273138, 0.0000000, 0.0000000, 0.0, 44.2006683, 12.0631771, 0.9, 2.1, 332.0, 5059344.00, 197.04, 44.2006759, 12.0631704, 3364
273717, 0.0000000, 0.0000000, 0.0, 44.2006759, 12.0631694, 1.2, 1.9, 330.0, 5059344.00, 197.04, 44.2006835, 12.0631637, 3496
274219, 0.0000000, 0.0000000, 0.0, 44.2006835, 12.0631647, 1.0, 1.4, 329.0, 5059345.50, 197.04, 44.2006874, 12.0631599, 3360
274759, 0.0000000, 0.0000000, 0.0, 44.2006835, 12.0631628, 1.1, 1.1, 329.0, 5059345.50, 197.04, 44.2006874, 12.0631589, 3372
